filename,size,size_gb
chunk_28-00294-of-00516.parquet,162958311,0.152
chunk_28-00295-of-00516.parquet,155665959,0.145
chunk_28-00296-of-00516.parquet,153533553,0.143
chunk_28-00297-of-00516.parquet,152903521,0.142
chunk_28-00298-of-00516.parquet,152648796,0.142
chunk_28-00299-of-00516.parquet,152795487,0.142
chunk_28-00300-of-00516.parquet,158902746,0.148
chunk_28-00301-of-00516.parquet,170091222,0.158
chunk_28-00302-of-00516.parquet,132389851,0.123
chunk_28-00303-of-00516.parquet,137128679,0.128
chunk_28-00304-of-00516.parquet,117726598,0.11
chunk_28-00305-of-00516.parquet,104826605,0.098
chunk_28-00306-of-00516.parquet,98617013,0.092
chunk_28-00307-of-00516.parquet,105151271,0.098
chunk_28-00308-of-00516.parquet,99950864,0.093
chunk_28-00309-of-00516.parquet,112448445,0.105
chunk_28-00310-of-00516.parquet,120755315,0.112
chunk_28-00311-of-00516.parquet,131438782,0.122
chunk_28-00312-of-00516.parquet,155196255,0.145
chunk_28-00313-of-00516.parquet,153565557,0.143
chunk_28-00314-of-00516.parquet,154241933,0.144
chunk_28-00315-of-00516.parquet,187967708,0.175
chunk_28-00316-of-00516.parquet,174062318,0.162
chunk_28-00317-of-00516.parquet,166723436,0.155
chunk_28-00318-of-00516.parquet,171801712,0.16
chunk_28-00319-of-00516.parquet,153104222,0.143
chunk_28-00320-of-00516.parquet,157616131,0.147
chunk_28-00321-of-00516.parquet,144434986,0.135
chunk_28-00322-of-00516.parquet,139367216,0.13
chunk_28-00323-of-00516.parquet,150469214,0.14
chunk_28-00324-of-00516.parquet,144418068,0.134
chunk_28-00325-of-00516.parquet,146444819,0.136
chunk_28-00326-of-00516.parquet,159651039,0.149
chunk_28-00327-of-00516.parquet,158523992,0.148
chunk_28-00328-of-00516.parquet,161387243,0.15
chunk_28-00329-of-00516.parquet,176559462,0.164
chunk_28-00330-of-00516.parquet,161008899,0.15
chunk_28-00331-of-00516.parquet,159188284,0.148
chunk_28-00332-of-00516.parquet,160428065,0.149
chunk_28-00333-of-00516.parquet,150273099,0.14
chunk_28-00334-of-00516.parquet,136805045,0.127
chunk_28-00335-of-00516.parquet,155459842,0.145
chunk_28-00336-of-00516.parquet,155109331,0.144
chunk_28-00337-of-00516.parquet,162175260,0.151
chunk_28-00338-of-00516.parquet,164589761,0.153
chunk_28-00339-of-00516.parquet,148426171,0.138
chunk_28-00340-of-00516.parquet,146094109,0.136
chunk_28-00341-of-00516.parquet,146368560,0.136
chunk_28-00342-of-00516.parquet,132034009,0.123
chunk_28-00343-of-00516.parquet,127830065,0.119
chunk_28-00344-of-00516.parquet,163994649,0.153
chunk_28-00345-of-00516.parquet,164455242,0.153
chunk_28-00346-of-00516.parquet,165345763,0.154
chunk_28-00347-of-00516.parquet,176604417,0.164
chunk_28-00348-of-00516.parquet,154430359,0.144
chunk_28-00349-of-00516.parquet,172126887,0.16
chunk_28-00350-of-00516.parquet,150000593,0.14
chunk_28-00351-of-00516.parquet,165300344,0.154
chunk_28-00352-of-00516.parquet,163291761,0.152
chunk_28-00353-of-00516.parquet,159980493,0.149
chunk_28-00354-of-00516.parquet,166419238,0.155
chunk_28-00355-of-00516.parquet,166835394,0.155
chunk_28-00356-of-00516.parquet,159924384,0.149
chunk_28-00357-of-00516.parquet,151378548,0.141
chunk_28-00358-of-00516.parquet,145029392,0.135
chunk_28-00359-of-00516.parquet,144119482,0.134
chunk_28-00360-of-00516.parquet,134610412,0.125
chunk_28-00361-of-00516.parquet,156853797,0.146
chunk_28-00362-of-00516.parquet,149766529,0.139
chunk_28-00363-of-00516.parquet,161484328,0.15
chunk_28-00364-of-00516.parquet,160829918,0.15
chunk_28-00365-of-00516.parquet,181866220,0.169
chunk_28-00366-of-00516.parquet,185179568,0.172
chunk_28-00367-of-00516.parquet,171739169,0.16
chunk_28-00368-of-00516.parquet,161218625,0.15
chunk_28-00369-of-00516.parquet,165280188,0.154
chunk_28-00370-of-00516.parquet,154317367,0.144
chunk_28-00371-of-00516.parquet,150788258,0.14
chunk_28-00372-of-00516.parquet,141240174,0.132
chunk_28-00373-of-00516.parquet,136680526,0.127
chunk_28-00374-of-00516.parquet,142259518,0.132
chunk_28-00375-of-00516.parquet,141936137,0.132
chunk_28-00376-of-00516.parquet,132250232,0.123
chunk_28-00377-of-00516.parquet,133612072,0.124
chunk_28-00378-of-00516.parquet,124879905,0.116
chunk_28-00379-of-00516.parquet,118798178,0.111
chunk_28-00380-of-00516.parquet,119849132,0.112
chunk_28-00381-of-00516.parquet,123206863,0.115
chunk_28-00382-of-00516.parquet,119140836,0.111
chunk_28-00383-of-00516.parquet,116175734,0.108
chunk_28-00384-of-00516.parquet,120531136,0.112
chunk_28-00385-of-00516.parquet,125567322,0.117
chunk_28-00386-of-00516.parquet,135306001,0.126
chunk_28-00387-of-00516.parquet,149991709,0.14
chunk_28-00388-of-00516.parquet,149548590,0.139
chunk_28-00389-of-00516.parquet,150542549,0.14
chunk_28-00390-of-00516.parquet,157463975,0.147
chunk_28-00391-of-00516.parquet,145279334,0.135
chunk_28-00392-of-00516.parquet,139725135,0.13
chunk_28-00393-of-00516.parquet,143994010,0.134
chunk_28-00394-of-00516.parquet,131451621,0.122
chunk_28-00395-of-00516.parquet,132922706,0.124
chunk_28-00396-of-00516.parquet,130984776,0.122
chunk_28-00397-of-00516.parquet,132103033,0.123
chunk_28-00398-of-00516.parquet,146703493,0.137
chunk_28-00399-of-00516.parquet,143755486,0.134
chunk_28-00400-of-00516.parquet,157382704,0.147
chunk_28-00401-of-00516.parquet,163914949,0.153
chunk_28-00402-of-00516.parquet,174578987,0.163
chunk_28-00403-of-00516.parquet,167685340,0.156
chunk_28-00404-of-00516.parquet,164415343,0.153
chunk_28-00405-of-00516.parquet,159517593,0.149
chunk_28-00406-of-00516.parquet,147983512,0.138
chunk_28-00407-of-00516.parquet,158788674,0.148
chunk_28-00408-of-00516.parquet,151873700,0.141
chunk_28-00409-of-00516.parquet,144896753,0.135
chunk_28-00410-of-00516.parquet,140453419,0.131
chunk_28-00411-of-00516.parquet,133391002,0.124
chunk_28-00412-of-00516.parquet,128817900,0.12
chunk_28-00413-of-00516.parquet,107564596,0.1
chunk_28-00414-of-00516.parquet,116164093,0.108
chunk_28-00415-of-00516.parquet,107991490,0.101
chunk_28-00416-of-00516.parquet,114693059,0.107
chunk_28-00417-of-00516.parquet,140073504,0.13
chunk_28-00418-of-00516.parquet,141206784,0.132
chunk_28-00419-of-00516.parquet,133498785,0.124
chunk_28-00420-of-00516.parquet,130933142,0.122
chunk_28-00421-of-00516.parquet,135019381,0.126
chunk_28-00422-of-00516.parquet,137377362,0.128
chunk_28-00423-of-00516.parquet,131042480,0.122
chunk_28-00424-of-00516.parquet,138069126,0.129
chunk_28-00425-of-00516.parquet,129831955,0.121
chunk_28-00426-of-00516.parquet,135017265,0.126
chunk_28-00427-of-00516.parquet,120082887,0.112
chunk_28-00428-of-00516.parquet,123535661,0.115
chunk_28-00429-of-00516.parquet,83113534,0.077
chunk_28-00430-of-00516.parquet,90221742,0.084
chunk_28-00431-of-00516.parquet,63465217,0.059
chunk_28-00432-of-00516.parquet,78524854,0.073
chunk_28-00433-of-00516.parquet,63359823,0.059
chunk_28-00434-of-00516.parquet,82093958,0.076
chunk_28-00435-of-00516.parquet,87668464,0.082
chunk_28-00436-of-00516.parquet,99748292,0.093
chunk_28-00437-of-00516.parquet,112729717,0.105
chunk_28-00438-of-00516.parquet,125324112,0.117
chunk_28-00439-of-00516.parquet,145444615,0.135
chunk_28-00440-of-00516.parquet,143803251,0.134
chunk_28-00441-of-00516.parquet,162118721,0.151
chunk_28-00442-of-00516.parquet,165125223,0.154
chunk_28-00443-of-00516.parquet,160470691,0.149
chunk_28-00444-of-00516.parquet,142849804,0.133
chunk_28-00445-of-00516.parquet,140190431,0.131
chunk_28-00446-of-00516.parquet,153809397,0.143
chunk_28-00447-of-00516.parquet,128868335,0.12
chunk_28-00448-of-00516.parquet,115096784,0.107
chunk_28-00449-of-00516.parquet,114612466,0.107
chunk_28-00450-of-00516.parquet,114057799,0.106
chunk_28-00451-of-00516.parquet,105452926,0.098
chunk_28-00452-of-00516.parquet,108141755,0.101
chunk_28-00453-of-00516.parquet,101590600,0.095
chunk_28-00454-of-00516.parquet,99226986,0.092
chunk_28-00455-of-00516.parquet,93653454,0.087
chunk_28-00456-of-00516.parquet,92389799,0.086
chunk_28-00457-of-00516.parquet,101207908,0.094
chunk_28-00458-of-00516.parquet,115909199,0.108
chunk_28-00459-of-00516.parquet,106516025,0.099
chunk_28-00460-of-00516.parquet,113157822,0.105
chunk_28-00461-of-00516.parquet,113544835,0.106
chunk_28-00462-of-00516.parquet,132587771,0.123
chunk_28-00463-of-00516.parquet,119000084,0.111
chunk_28-00464-of-00516.parquet,138563312,0.129
chunk_28-00465-of-00516.parquet,144358562,0.134
chunk_28-00466-of-00516.parquet,142260798,0.132
chunk_28-00467-of-00516.parquet,138446318,0.129
chunk_28-00468-of-00516.parquet,126543939,0.118
chunk_28-00469-of-00516.parquet,122918475,0.114
chunk_28-00470-of-00516.parquet,120020325,0.112
chunk_28-00471-of-00516.parquet,119785103,0.112
chunk_28-00472-of-00516.parquet,127185748,0.118
chunk_28-00473-of-00516.parquet,122080900,0.114
chunk_28-00474-of-00516.parquet,132355663,0.123
chunk_28-00475-of-00516.parquet,152086997,0.142
chunk_28-00476-of-00516.parquet,158067314,0.147
chunk_28-00477-of-00516.parquet,155995992,0.145
chunk_28-00478-of-00516.parquet,151386197,0.141
chunk_28-00479-of-00516.parquet,164813932,0.153
chunk_28-00480-of-00516.parquet,148291007,0.138
chunk_28-00481-of-00516.parquet,143746633,0.134
chunk_28-00482-of-00516.parquet,136526850,0.127
chunk_28-00483-of-00516.parquet,141022653,0.131
chunk_28-00484-of-00516.parquet,146545812,0.136
chunk_28-00485-of-00516.parquet,138225496,0.129
chunk_28-00486-of-00516.parquet,128352589,0.12
chunk_28-00487-of-00516.parquet,142308803,0.133
chunk_28-00488-of-00516.parquet,127358023,0.119
chunk_28-00489-of-00516.parquet,133009721,0.124
chunk_28-00490-of-00516.parquet,144890151,0.135
chunk_28-00491-of-00516.parquet,133738991,0.125
chunk_28-00492-of-00516.parquet,128569432,0.12
chunk_28-00493-of-00516.parquet,129329500,0.12
chunk_28-00494-of-00516.parquet,126557682,0.118
chunk_28-00495-of-00516.parquet,125603329,0.117
chunk_28-00496-of-00516.parquet,112904584,0.105
chunk_28-00497-of-00516.parquet,112563700,0.105
chunk_28-00498-of-00516.parquet,113593863,0.106
chunk_28-00499-of-00516.parquet,127321605,0.119
chunk_28-00500-of-00516.parquet,118889782,0.111
chunk_28-00501-of-00516.parquet,122381389,0.114
chunk_28-00502-of-00516.parquet,130943676,0.122
chunk_28-00503-of-00516.parquet,137700076,0.128
chunk_28-00504-of-00516.parquet,136367437,0.127
chunk_28-00505-of-00516.parquet,122929545,0.114
chunk_28-00506-of-00516.parquet,133301133,0.124
chunk_28-00507-of-00516.parquet,122370144,0.114
chunk_28-00508-of-00516.parquet,119786017,0.112
chunk_28-00509-of-00516.parquet,108347906,0.101
chunk_28-00510-of-00516.parquet,108711788,0.101
chunk_28-00511-of-00516.parquet,116852557,0.109
chunk_28-00512-of-00516.parquet,120669795,0.112
chunk_28-00513-of-00516.parquet,128513698,0.12
chunk_28-00514-of-00516.parquet,131436017,0.122
chunk_28-00515-of-00516.parquet,133299605,0.124
chunk_29-00000-of-00245.parquet,275671076,0.257
chunk_29-00001-of-00245.parquet,372936526,0.347
chunk_29-00002-of-00245.parquet,272266940,0.254
chunk_29-00003-of-00245.parquet,274853543,0.256
chunk_29-00004-of-00245.parquet,154676293,0.144
chunk_29-00005-of-00245.parquet,118389477,0.11
chunk_29-00006-of-00245.parquet,110593685,0.103
chunk_29-00007-of-00245.parquet,124910628,0.116
chunk_29-00008-of-00245.parquet,132809236,0.124
chunk_29-00009-of-00245.parquet,142545090,0.133
chunk_29-00010-of-00245.parquet,116924601,0.109
chunk_29-00011-of-00245.parquet,150283396,0.14
chunk_29-00012-of-00245.parquet,102823339,0.096
chunk_29-00013-of-00245.parquet,107782248,0.1
chunk_29-00014-of-00245.parquet,85344228,0.079
chunk_29-00015-of-00245.parquet,100453192,0.094
chunk_29-00016-of-00245.parquet,86410656,0.08
chunk_29-00017-of-00245.parquet,100137368,0.093
chunk_29-00018-of-00245.parquet,94467100,0.088
chunk_29-00019-of-00245.parquet,77117139,0.072
chunk_29-00020-of-00245.parquet,84878499,0.079
chunk_29-00021-of-00245.parquet,72338222,0.067
chunk_29-00022-of-00245.parquet,85495568,0.08
chunk_29-00023-of-00245.parquet,76512098,0.071
chunk_29-00024-of-00245.parquet,88917566,0.083
chunk_29-00025-of-00245.parquet,76224620,0.071
chunk_29-00026-of-00245.parquet,79267973,0.074
chunk_29-00027-of-00245.parquet,83604904,0.078
chunk_29-00028-of-00245.parquet,89925521,0.084
chunk_29-00029-of-00245.parquet,71516570,0.067
chunk_29-00030-of-00245.parquet,90394895,0.084
chunk_29-00031-of-00245.parquet,108412447,0.101
chunk_29-00032-of-00245.parquet,159139075,0.148
chunk_29-00033-of-00245.parquet,144884540,0.135
chunk_29-00034-of-00245.parquet,122122253,0.114
chunk_29-00035-of-00245.parquet,140197387,0.131
chunk_29-00036-of-00245.parquet,141334170,0.132
chunk_29-00037-of-00245.parquet,121873264,0.114
chunk_29-00038-of-00245.parquet,130918377,0.122
chunk_29-00039-of-00245.parquet,134361774,0.125
chunk_29-00040-of-00245.parquet,177619737,0.165
chunk_29-00041-of-00245.parquet,215561290,0.201
chunk_29-00042-of-00245.parquet,150903195,0.141
chunk_29-00043-of-00245.parquet,101217007,0.094
chunk_29-00044-of-00245.parquet,65387489,0.061
chunk_29-00045-of-00245.parquet,62717418,0.058
chunk_29-00046-of-00245.parquet,65205728,0.061
chunk_29-00047-of-00245.parquet,82570446,0.077
chunk_29-00048-of-00245.parquet,70517659,0.066
chunk_29-00049-of-00245.parquet,80699018,0.075
chunk_29-00050-of-00245.parquet,60858822,0.057
chunk_29-00051-of-00245.parquet,46755651,0.044
chunk_29-00052-of-00245.parquet,34132415,0.032
chunk_29-00053-of-00245.parquet,22646173,0.021
chunk_29-00054-of-00245.parquet,34345990,0.032
chunk_29-00055-of-00245.parquet,30071906,0.028
chunk_29-00056-of-00245.parquet,39603467,0.037
chunk_29-00057-of-00245.parquet,32445774,0.03
chunk_29-00058-of-00245.parquet,44676098,0.042
chunk_29-00059-of-00245.parquet,55192709,0.051
chunk_29-00060-of-00245.parquet,131754553,0.123
chunk_29-00061-of-00245.parquet,193109061,0.18
chunk_29-00062-of-00245.parquet,204387386,0.19
chunk_29-00063-of-00245.parquet,195474647,0.182
chunk_29-00064-of-00245.parquet,196925178,0.183
chunk_29-00065-of-00245.parquet,193331483,0.18
chunk_29-00066-of-00245.parquet,198547829,0.185
chunk_29-00067-of-00245.parquet,196582664,0.183
chunk_29-00068-of-00245.parquet,192108280,0.179
chunk_29-00069-of-00245.parquet,181424749,0.169
chunk_29-00070-of-00245.parquet,183333529,0.171
chunk_29-00071-of-00245.parquet,179694692,0.167
chunk_29-00072-of-00245.parquet,176902395,0.165
chunk_29-00073-of-00245.parquet,171022709,0.159
chunk_29-00074-of-00245.parquet,151988716,0.142
chunk_29-00075-of-00245.parquet,167670255,0.156
chunk_29-00076-of-00245.parquet,193891208,0.181
chunk_29-00077-of-00245.parquet,197674561,0.184
chunk_29-00078-of-00245.parquet,204945438,0.191
chunk_29-00079-of-00245.parquet,210017802,0.196
chunk_29-00080-of-00245.parquet,211454451,0.197
chunk_29-00081-of-00245.parquet,211596281,0.197
chunk_29-00082-of-00245.parquet,194620603,0.181
chunk_29-00083-of-00245.parquet,182411937,0.17
chunk_29-00084-of-00245.parquet,153839035,0.143
chunk_29-00085-of-00245.parquet,137921666,0.128
chunk_29-00086-of-00245.parquet,160841362,0.15
chunk_29-00087-of-00245.parquet,179863571,0.168
chunk_29-00088-of-00245.parquet,204356174,0.19
chunk_29-00089-of-00245.parquet,205012497,0.191
chunk_29-00090-of-00245.parquet,225712031,0.21
chunk_29-00091-of-00245.parquet,218256357,0.203
chunk_29-00092-of-00245.parquet,212956181,0.198
chunk_29-00093-of-00245.parquet,223809295,0.208
chunk_29-00094-of-00245.parquet,218292551,0.203
chunk_29-00095-of-00245.parquet,212611018,0.198
chunk_29-00096-of-00245.parquet,215717706,0.201
chunk_29-00097-of-00245.parquet,235992475,0.22
chunk_29-00098-of-00245.parquet,266670649,0.248
chunk_29-00099-of-00245.parquet,269288617,0.251
chunk_29-00100-of-00245.parquet,244739622,0.228
chunk_29-00101-of-00245.parquet,219784333,0.205
chunk_29-00102-of-00245.parquet,225799169,0.21
chunk_29-00103-of-00245.parquet,212021009,0.197
chunk_29-00104-of-00245.parquet,214374037,0.2
chunk_29-00105-of-00245.parquet,211361313,0.197
chunk_29-00106-of-00245.parquet,215826146,0.201
chunk_29-00107-of-00245.parquet,323193680,0.301
chunk_29-00108-of-00245.parquet,332136111,0.309
chunk_29-00109-of-00245.parquet,288835184,0.269
chunk_29-00110-of-00245.parquet,245171459,0.228
chunk_29-00111-of-00245.parquet,207280826,0.193
chunk_29-00112-of-00245.parquet,192159301,0.179
chunk_29-00113-of-00245.parquet,183564280,0.171
chunk_29-00114-of-00245.parquet,190746393,0.178
chunk_29-00115-of-00245.parquet,199811670,0.186
chunk_29-00116-of-00245.parquet,190567401,0.177
chunk_29-00117-of-00245.parquet,161631869,0.151
chunk_29-00118-of-00245.parquet,131742356,0.123
chunk_29-00119-of-00245.parquet,146560944,0.136
chunk_29-00120-of-00245.parquet,185278841,0.173
chunk_29-00121-of-00245.parquet,136056854,0.127
chunk_29-00122-of-00245.parquet,97772515,0.091
chunk_29-00123-of-00245.parquet,111057160,0.103
chunk_29-00124-of-00245.parquet,125068357,0.116
chunk_29-00125-of-00245.parquet,129437685,0.121
chunk_29-00126-of-00245.parquet,142659767,0.133
chunk_29-00127-of-00245.parquet,148500892,0.138
chunk_29-00128-of-00245.parquet,148353933,0.138
chunk_29-00129-of-00245.parquet,157918569,0.147
chunk_29-00130-of-00245.parquet,113459908,0.106
chunk_29-00131-of-00245.parquet,101701284,0.095
chunk_29-00132-of-00245.parquet,118440043,0.11
chunk_29-00133-of-00245.parquet,129139828,0.12
chunk_29-00134-of-00245.parquet,130683567,0.122
chunk_29-00135-of-00245.parquet,116111781,0.108
chunk_29-00136-of-00245.parquet,105081824,0.098
chunk_29-00137-of-00245.parquet,121521320,0.113
chunk_29-00138-of-00245.parquet,110625150,0.103
chunk_29-00139-of-00245.parquet,89235512,0.083
chunk_29-00140-of-00245.parquet,104834240,0.098
chunk_29-00141-of-00245.parquet,126609809,0.118
chunk_29-00142-of-00245.parquet,166360118,0.155
chunk_29-00143-of-00245.parquet,175536014,0.163
chunk_29-00144-of-00245.parquet,186188555,0.173
chunk_29-00145-of-00245.parquet,187622745,0.175
chunk_29-00146-of-00245.parquet,202092489,0.188
chunk_29-00147-of-00245.parquet,194661003,0.181
chunk_29-00148-of-00245.parquet,212202197,0.198
chunk_29-00149-of-00245.parquet,235148059,0.219
chunk_29-00150-of-00245.parquet,208791390,0.194
chunk_29-00151-of-00245.parquet,210378019,0.196
chunk_29-00152-of-00245.parquet,210425083,0.196
chunk_29-00153-of-00245.parquet,184498366,0.172
chunk_29-00154-of-00245.parquet,101376256,0.094
chunk_29-00155-of-00245.parquet,115770979,0.108
chunk_29-00156-of-00245.parquet,131737634,0.123
chunk_29-00157-of-00245.parquet,171421527,0.16
chunk_29-00158-of-00245.parquet,178782774,0.167
chunk_29-00159-of-00245.parquet,179901027,0.168
chunk_29-00160-of-00245.parquet,193527310,0.18
chunk_29-00161-of-00245.parquet,201502204,0.188
chunk_29-00162-of-00245.parquet,214569291,0.2
chunk_29-00163-of-00245.parquet,198702715,0.185
chunk_29-00164-of-00245.parquet,179684855,0.167
chunk_29-00165-of-00245.parquet,183633874,0.171
chunk_29-00166-of-00245.parquet,204839305,0.191
chunk_29-00167-of-00245.parquet,175873656,0.164
chunk_29-00168-of-00245.parquet,106444794,0.099
chunk_29-00169-of-00245.parquet,134696930,0.125
chunk_29-00170-of-00245.parquet,248314741,0.231
chunk_29-00171-of-00245.parquet,231174289,0.215
chunk_29-00172-of-00245.parquet,275091104,0.256
chunk_29-00173-of-00245.parquet,397501285,0.37
chunk_29-00174-of-00245.parquet,321694470,0.3
chunk_29-00175-of-00245.parquet,243189376,0.226
chunk_29-00176-of-00245.parquet,198471555,0.185
chunk_29-00177-of-00245.parquet,191086116,0.178
chunk_29-00178-of-00245.parquet,220834801,0.206
chunk_29-00179-of-00245.parquet,241902097,0.225
chunk_29-00180-of-00245.parquet,323729303,0.301
chunk_29-00181-of-00245.parquet,352054647,0.328
chunk_29-00182-of-00245.parquet,311354701,0.29
